username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Ligne12_RATP;2014-10-15 06:07;0;0;"Bonne matinée et bon trajet aux voyageurs de la #ligne12 , Paco vous informe sur l'état du trafic #RATP";;;#ligne12 #RATP;"522237325976559619";https://twitter.com/Ligne12_RATP/status/522237325976559619
Ligne12_RATP;2014-10-14 15:50;0;0;"Découvrez ou re-découvrez les lignes de bus #RATP grâce à l’opération "Mon bus mon style" http://www. ratp.fr/fr/ratp/r_9648 8/operation-mon-bus-mon-style/ …";;;#RATP;"522021587428839424";https://twitter.com/Ligne12_RATP/status/522021587428839424
Ligne12_RATP;2014-10-14 13:02;1;0;"Bonjour ! Cet après midi, Sylvie vous tient informés de l'état du trafic sur la #ligne12 #RATP";;;#ligne12 #RATP;"521979380768452609";https://twitter.com/Ligne12_RATP/status/521979380768452609
Ligne12_RATP;2014-10-14 06:10;0;0;"Aujourd'hui, Pascal vous souhaite une bonne après-midi et vous informe en temps réel sur l'état du trafic de la #ligne12 #RATP";;;#ligne12 #RATP;"521875688081870849";https://twitter.com/Ligne12_RATP/status/521875688081870849
Ligne12_RATP;2014-10-13 17:09;0;0;"Retour à un trafic régulier sur l'ensemble de la #Ligne12 #RATP . Incident terminé.";;;#Ligne12 #RATP;"521679247149371394";https://twitter.com/Ligne12_RATP/status/521679247149371394
Ligne12_RATP;2014-10-13 16:17;0;0;"16:15, le trafic est ralenti sur la ligne (divers incidents) #RATP #Ligne12";;;#RATP #Ligne12;"521666162292453376";https://twitter.com/Ligne12_RATP/status/521666162292453376
Ligne12_RATP;2014-10-13 13:09;0;0;"Bonjour ! Cet après midi, Sylvie vous tient informés de l'état du trafic sur la #ligne12 #RATP";;;#ligne12 #RATP;"521618779827343360";https://twitter.com/Ligne12_RATP/status/521618779827343360
Ligne12_RATP;2014-10-13 06:18;0;0;"Aujourd'hui sur la #ligne12 , Cyril vous informe sur l'état du trafic, et vous souhaite une bonne matinée. #RATP";;;#ligne12 #RATP;"521515339314905089";https://twitter.com/Ligne12_RATP/status/521515339314905089
Ligne12_RATP;2014-10-12 13:19;0;0;"Bonjour ! Cet après midi, Sylvie vous tient informés de l'état du trafic sur la #ligne12 #RATP";;;#ligne12 #RATP;"521258977905369088";https://twitter.com/Ligne12_RATP/status/521258977905369088
Ligne12_RATP;2014-10-12 06:29;0;0;"Ce matin , Denis est avec vous et vous renseigne sur l'état du trafic de votre #ligne12 . Bon trajet, bon dimanche #RATP";;;#ligne12 #RATP;"521155693706219520";https://twitter.com/Ligne12_RATP/status/521155693706219520
Ligne12_RATP;2014-10-11 14:12;1;0;"Bonjour, Denis vous tient informés sur l'état du trafic sur la #ligne12 . Bon trajet. #RATP .";;;#ligne12 #RATP;"520909833449791489";https://twitter.com/Ligne12_RATP/status/520909833449791489
Ligne12_RATP;2014-10-11 12:36;0;0;"Retour à un trafic régulier sur l'ensemble de la #Ligne12 #RATP . Incident terminé.";;;#Ligne12 #RATP;"520885769628815360";https://twitter.com/Ligne12_RATP/status/520885769628815360
Ligne12_RATP;2014-10-11 12:27;0;0;"Depuis 10h00, le trafic est de nouveau normal sur l'ensemble de la ligne(panne de matériel) #RATP #Ligne12";;;#RATP #Ligne12;"520883434260930561";https://twitter.com/Ligne12_RATP/status/520883434260930561
Ligne12_RATP;2014-10-11 09:52;1;0;"09:50, le trafic est ralenti sur la ligne (panne de matériel) #RATP #Ligne12";;;#RATP #Ligne12;"520844497664880640";https://twitter.com/Ligne12_RATP/status/520844497664880640
Ligne12_RATP;2014-10-11 06:02;0;0;"Bonjour, ici Sylvie pour vous informer en temps réel sur l’état du trafic #ligne12 #RATP";;;#ligne12 #RATP;"520786484602105856";https://twitter.com/Ligne12_RATP/status/520786484602105856
Ligne12_RATP;2014-10-10 13:19;0;0;"Bonjour, Cyril vous tient informés sur l'état du trafic sur la #ligne12 . Bon trajet. #RATP .";;;#ligne12 #RATP;"520534132175421440";https://twitter.com/Ligne12_RATP/status/520534132175421440
Ligne12_RATP;2014-10-10 11:22;0;0;"La #RATP s'associe à @reponsesphoto pour lancer le concours "Photographier la ville" http://www. ratp.fr/fr/ratp/r_1179 72/a-venir-grand-concours-ratp-avec-reponses-photo/ … pic.twitter.com/Ls2BfewTGd";;@reponsesphoto;#RATP;"520504634629447680";https://twitter.com/Ligne12_RATP/status/520504634629447680
Ligne12_RATP;2014-10-10 11:13;0;0;"L'ouvrage est édité par Massin et préfacé par le PDG de la #RATP Pierre Mongin http://www. ratp.fr/fr/ratp/r_1179 42/paris-metro-histoire-et-design-un-livre-qui-a-du-style/ … 2/2";;;#RATP;"520502426299023360";https://twitter.com/Ligne12_RATP/status/520502426299023360
