Date,T_high,T_avg,T_low,V_high,V_avg,V_low,W_high,W_avg,rain,fog,snow,Thunderstorms,R_F_S_T
2015/6/11,29,22,15,27,22,10,21,13,0,0,0,0,0
2015/6/12,27,22,18,26,14,10,29,13,0,0,0,0,0
2015/6/13,26,21,16,31,17,10,21,13,0,0,0,0,0
2015/6/14,24,18,12,19,19,18,19,10,0,0,0,0,0
2015/6/15,20,17,14,29,11,6,19,13,0,0,0,0,0
2015/6/16,21,16,10,19,14,10,23,13,0,0,0,0,0
2015/6/17,25,18,11,19,15,10,19,8,0,0,0,0,0
2015/6/18,21,18,16,26,10,6,19,14,0,0,0,0,0
2015/6/19,22,16,9,29,14,10,19,8,0,0,0,0,0
2015/6/20,22,17,12,31,14,10,14,6,0,0,0,0,0
2015/6/21,23,19,16,29,12,10,23,10,0,0,0,0,0
2015/6/22,18,16,13,31,12,2,24,11,1,0,0,0,1
2015/6/23,20,14,9,24,12,10,19,11,0,0,0,0,0
2015/6/24,24,17,9,27,15,10,13,5,0,0,0,0,0
2015/6/25,28,21,14,27,22,18,13,6,0,0,0,0,0
2015/6/26,32,23,14,27,19,10,21,8,0,0,0,0,0
2015/6/27,25,21,16,27,12,10,19,13,0,0,0,0,0
2015/6/28,30,21,12,19,19,19,21,6,0,0,0,0,0
2015/6/29,28,22,16,19,18,16,13,8,0,0,0,0,0
2015/6/30,33,24,15,26,21,19,19,10,0,0,0,0,0
2015/7/1,39,28,18,19,13,6,24,11,0,0,0,0,0
2015/7/2,31,26,20,29,17,10,19,10,0,0,0,1,1
2015/7/3,36,27,17,31,21,16,26,13,0,0,0,0,0
2015/7/4,33,28,23,27,17,10,19,6,0,0,0,0,0
2015/7/5,25,21,17,19,13,10,23,11,1,0,0,1,1
2015/7/6,31,22,14,31,22,18,16,6,0,0,0,0,0
2015/7/7,28,22,17,19,10,5,24,10,1,0,0,0,1
2015/7/8,19,17,14,29,11,10,29,19,0,0,0,0,0
2015/7/9,23,18,13,27,14,10,26,14,0,0,0,0,0
2015/7/10,29,19,9,19,16,6,23,10,0,0,0,0,0
2015/7/11,27,20,14,26,20,19,26,10,0,0,0,0,0
2015/7/12,24,18,13,27,11,10,19,6,1,0,0,0,1
2015/7/13,26,22,18,10,10,9,23,11,0,0,0,0,0
2015/7/14,26,22,18,31,12,10,19,10,0,0,0,0,0
2015/7/15,31,23,16,29,14,10,16,6,0,0,0,0,0
2015/7/16,36,26,17,26,17,10,24,11,0,0,0,1,1
2015/7/17,29,24,20,27,13,10,24,14,0,0,0,0,0
2015/7/18,29,22,16,19,11,10,14,8,1,0,0,1,1
2015/7/19,26,21,15,31,12,5,26,11,1,0,0,1,1
2015/7/20,26,23,19,11,10,6,21,11,1,0,0,0,1
2015/7/21,30,24,19,19,11,10,19,11,0,0,0,0,0
2015/7/22,27,23,18,19,10,5,24,10,1,0,0,0,1
2015/7/23,25,20,16,19,13,8,14,10,0,0,0,0,0
2015/7/24,27,21,15,10,10,10,27,11,1,0,0,0,1
2015/7/25,22,18,14,29,11,10,37,24,1,0,0,0,1
2015/7/26,19,14,9,27,11,10,29,10,1,0,0,0,1
2015/7/27,22,18,14,27,10,3,34,19,1,0,0,0,1
2015/7/28,18,16,13,19,11,10,29,19,1,0,0,0,1
2015/7/29,22,17,11,19,12,10,24,13,0,0,0,0,0
2015/7/30,22,16,11,19,11,10,19,11,0,0,0,0,0
2015/7/31,23,16,8,31,25,19,16,8,0,0,0,0,0
2015/8/1,26,19,12,19,19,19,19,8,0,0,0,0,0
2015/8/2,30,20,10,19,19,18,16,8,0,0,0,0,0
2015/8/3,34,25,16,31,20,10,24,8,0,0,0,1,1
2015/8/4,26,21,17,19,11,10,23,11,1,0,0,1,1
2015/8/5,31,21,12,27,25,19,19,10,0,0,0,0,0
2015/8/6,31,24,18,27,19,10,19,8,0,0,0,0,0
2015/8/7,28,21,14,18,11,10,19,10,1,0,0,1,1
2015/8/8,28,21,15,19,19,19,19,10,0,0,0,0,0
2015/8/9,27,22,18,26,13,10,14,10,1,0,0,0,1
2015/8/10,28,21,14,19,19,19,16,6,0,0,0,0,0
2015/8/11,29,23,17,19,12,10,24,10,0,0,0,0,0
2015/8/12,33,26,19,31,18,10,19,13,0,0,0,0,0
2015/8/13,30,24,19,27,12,6,24,13,1,0,0,1,1
2015/8/14,27,22,18,31,12,10,32,10,1,0,0,0,1
2015/8/15,21,18,16,29,12,6,23,13,1,0,0,0,1
2015/8/16,22,17,12,26,12,10,11,6,0,0,0,0,0
2015/8/17,21,18,15,19,13,10,16,8,0,0,0,0,0
2015/8/18,21,17,13,31,26,19,13,5,0,0,0,0,0
2015/8/19,26,19,12,27,18,10,16,6,0,0,0,0,0
2015/8/20,23,19,16,26,11,5,14,5,1,0,0,0,1
2015/8/21,29,22,14,27,9,3,13,6,0,0,0,0,0
2015/8/22,30,23,16,18,18,18,21,11,0,0,0,0,0
2015/8/23,23,19,16,19,12,10,21,10,1,0,0,1,1
2015/8/24,21,17,13,31,11,5,47,19,1,0,0,0,1
2015/8/25,20,16,12,19,11,10,37,24,1,0,0,0,1
2015/8/26,29,22,16,29,11,10,34,18,1,0,0,0,1
2015/8/27,15,14,14,16,9,5,27,14,1,0,0,0,1
2015/8/28,21,17,13,26,10,1,8,3,0,1,0,0,1
2015/8/29,30,22,14,19,10,2,11,6,0,0,0,0,0
2015/8/30,33,26,19,26,21,18,21,6,0,0,0,0,0
2015/8/31,28,23,18,31,15,10,23,8,0,0,0,0,0
2015/9/1,21,18,15,31,11,10,21,13,1,0,0,0,1
2015/9/2,21,14,9,31,13,6,19,5,0,0,0,0,0
2015/9/3,20,14,9,26,14,10,21,8,0,0,0,0,0
2015/9/4,17,14,11,19,11,10,16,10,0,0,0,0,0
2015/9/5,19,16,12,16,10,10,19,8,1,0,0,0,1
2015/9/6,18,13,9,19,10,10,14,8,0,0,0,0,0
2015/9/7,20,13,7,31,14,10,14,6,0,0,0,0,0
2015/9/8,19,16,12,31,11,6,21,11,0,0,0,0,0
2015/9/9,23,16,9,27,18,10,26,13,0,0,0,0,0
2015/9/10,23,17,10,19,19,18,21,11,0,0,0,0,0
2015/9/11,24,16,8,19,12,10,11,6,0,0,0,0,0
2015/9/12,18,16,13,27,10,0,19,8,1,1,0,0,1
2015/9/13,16,13,11,16,8,0,23,8,1,1,0,0,1
2015/9/14,19,14,11,29,11,8,35,18,1,0,0,1,1
2015/9/15,19,16,12,29,13,10,39,23,1,0,0,0,1
2015/9/16,18,16,13,21,9,2,35,21,1,0,0,0,1
2015/9/17,19,16,13,27,11,6,29,21,1,0,0,0,1
2015/9/18,18,14,10,27,11,10,24,13,1,0,0,0,1
2015/9/19,20,16,12,31,12,10,14,6,0,0,0,0,0
2015/9/20,19,13,7,31,14,10,11,3,0,0,0,0,0
2015/9/21,19,13,7,31,15,10,21,6,1,0,0,0,1
2015/9/22,17,14,12,29,10,3,32,16,1,0,0,0,1
2015/9/23,18,13,8,29,12,3,19,11,1,0,0,0,1
2015/9/24,17,13,8,31,12,3,21,6,1,0,0,0,1
2015/9/25,18,14,11,31,7,0,13,3,0,1,0,0,1
2015/9/26,17,13,9,27,14,10,21,10,0,0,0,0,0
2015/9/27,19,14,8,29,20,16,32,16,0,0,0,0,0
2015/9/28,18,13,8,27,23,19,32,16,0,0,0,0,0
2015/9/29,19,13,7,31,23,19,40,16,0,0,0,0,0
2015/9/30,18,13,8,31,23,10,29,18,0,0,0,0,0
2015/10/1,17,12,7,27,26,23,32,16,0,0,0,0,0
2015/10/2,19,12,6,29,22,11,14,10,0,0,0,0,0
2015/10/3,21,14,7,31,15,6,10,3,0,0,0,0,0
2015/10/4,16,11,5,16,9,3,19,5,0,0,0,0,0
2015/10/5,17,14,13,29,12,3,19,11,1,0,0,0,1
2015/10/6,21,18,15,29,9,2,35,11,1,0,0,1,1
2015/10/7,17,14,13,27,11,10,29,21,0,0,0,0,0
2015/10/8,16,12,9,27,12,10,11,8,0,0,0,0,0
2015/10/9,16,11,6,23,13,6,16,5,0,0,0,0,0
2015/10/10,17,12,8,24,8,3,23,11,0,0,0,0,0
2015/10/11,16,12,8,21,8,3,19,11,0,0,0,0,0
2015/10/12,14,11,7,21,8,3,13,8,0,0,0,0,0
2015/10/13,12,8,5,21,9,2,23,8,0,0,0,0,0
2015/10/14,10,6,2,18,9,5,24,13,1,0,0,0,1
2015/10/15,7,6,4,23,10,5,23,14,1,0,0,0,1
2015/10/16,8,6,3,8,5,2,13,6,1,0,0,0,1
2015/10/17,13,10,7,26,8,2,14,5,1,0,0,0,1
2015/10/18,12,9,6,27,10,5,14,8,0,0,0,0,0
2015/10/19,12,8,3,13,6,0,11,3,0,1,0,0,1
2015/10/20,13,11,8,23,7,2,10,5,1,0,0,0,1
2015/10/21,13,8,4,31,9,0,16,6,1,1,0,0,1
2015/10/22,14,12,11,29,9,2,13,10,1,0,0,0,1
2015/10/23,13,12,11,26,11,10,13,6,0,0,0,0,0
2015/10/24,15,11,8,31,13,6,16,8,0,0,0,0,0
2015/10/25,13,10,7,19,10,2,16,10,0,1,0,0,1
2015/10/26,17,12,7,23,7,0,13,6,0,1,0,0,1
2015/10/27,20,14,8,29,11,5,19,10,1,0,0,0,1
2015/10/28,16,12,9,31,10,2,19,8,1,0,0,0,1
2015/10/29,15,12,9,29,14,10,19,10,0,0,0,0,0
2015/10/30,17,12,7,31,14,5,14,8,0,0,0,0,0
2015/10/31,18,12,7,31,8,3,13,8,0,0,0,0,0
2015/11/1,18,12,6,29,7,0,11,6,0,1,0,0,1
2015/11/2,9,7,4,7,3,0,14,8,0,1,0,0,1
2015/11/3,16,11,6,26,12,5,23,10,1,0,0,0,1
2015/11/4,16,13,11,27,11,7,27,13,1,0,0,0,1
2015/11/5,18,16,12,27,11,6,21,10,1,0,0,0,1
2015/11/6,19,17,15,19,10,10,23,16,1,0,0,0,1
2015/11/7,21,18,15,26,11,6,19,13,0,0,0,0,0
2015/11/8,21,16,10,18,8,0,21,8,0,1,0,0,1
2015/11/9,17,15,13,31,12,10,27,16,0,0,0,0,0
2015/11/10,15,12,8,29,12,6,19,13,0,0,0,0,0
2015/11/11,16,11,7,19,8,0,14,5,1,1,0,0,1
2015/11/12,14,12,10,11,7,0,14,6,1,1,0,0,1
2015/11/13,15,12,9,19,12,10,29,14,0,0,0,0,0
2015/11/14,13,9,6,18,10,10,29,14,0,0,0,0,0
2015/11/15,18,14,11,31,12,10,32,23,0,0,0,0,0
2015/11/16,15,13,11,27,11,6,27,18,1,0,0,0,1
2015/11/17,17,16,13,19,10,5,34,26,1,0,0,0,1
2015/11/18,16,14,12,31,12,10,34,21,0,0,0,0,0
2015/11/19,16,14,13,19,10,6,29,23,1,0,0,0,1
2015/11/20,9,8,7,26,10,3,27,16,1,0,0,0,1
2015/11/21,7,4,3,24,11,5,34,18,1,0,0,0,1
2015/11/22,7,3,0,29,16,10,16,11,0,0,0,0,0
2015/11/23,5,2,-1,26,10,5,11,5,0,0,0,0,0
2015/11/24,8,4,0,26,11,2,24,11,1,0,0,0,1
2015/11/25,9,8,6,19,12,10,19,13,1,0,0,0,1
2015/11/26,9,6,2,27,12,0,11,6,0,1,0,0,1
2015/11/27,6,2,-2,9,5,0,23,8,1,1,0,0,1
2015/11/28,9,7,3,23,11,3,29,16,1,0,0,0,1
2015/11/29,13,10,8,29,11,10,37,27,1,0,0,0,1
2015/11/30,13,12,11,18,10,10,39,29,0,0,0,0,0
2015/12/1,13,12,12,10,10,10,35,23,0,0,0,0,0
2015/12/2,12,11,9,31,11,10,16,10,0,0,0,0,0
2015/12/3,11,9,7,31,15,10,16,11,0,0,0,0,0
2015/12/4,12,8,4,24,13,10,23,14,1,0,0,0,1
2015/12/5,9,6,2,27,14,10,23,10,0,0,0,0,0
2015/12/6,12,9,6,31,13,10,23,16,0,0,0,0,0
2015/12/7,14,11,7,24,16,10,13,8,0,0,0,0,0
2015/12/8,11,8,6,26,13,3,16,10,1,0,0,0,1
2015/12/9,11,8,4,19,12,3,19,8,0,0,0,0,0
2015/12/10,5,3,2,27,10,5,16,13,0,0,0,0,0
2015/12/11,11,6,1,27,13,6,21,13,0,0,0,0,0
2015/12/12,12,9,7,26,12,3,21,11,1,0,0,0,1
2015/12/13,7,6,5,19,9,2,14,10,0,0,0,0,0
2015/12/14,7,6,4,10,5,2,11,8,0,0,0,0,0
2015/12/15,11,8,4,21,10,3,16,10,1,0,0,0,1
2015/12/16,15,12,10,19,12,7,24,14,1,0,0,0,1
2015/12/17,16,13,11,31,15,10,16,11,0,0,0,0,0
2015/12/18,13,12,11,26,11,6,14,10,1,0,0,0,1
2015/12/19,14,11,8,27,11,2,16,10,0,0,0,0,0
2015/12/20,14,12,9,31,20,10,23,13,1,0,0,0,1
2015/12/21,13,12,10,26,11,5,37,23,1,0,0,0,1
2015/12/22,15,13,11,18,10,10,39,27,1,0,0,0,1
2015/12/23,14,10,7,31,13,10,27,19,1,0,0,0,1
2015/12/24,13,10,6,31,13,6,35,16,1,0,0,0,1
2015/12/25,14,11,8,31,14,3,24,14,1,0,0,0,1
2015/12/26,13,10,7,26,16,10,21,13,0,0,0,0,0
2015/12/27,13,9,6,27,14,6,16,11,0,0,0,0,0
2015/12/28,12,7,3,26,14,6,16,8,0,0,0,0,0
2015/12/29,12,9,6,31,14,8,23,11,1,0,0,0,1
2015/12/30,11,8,5,31,19,10,24,13,1,0,0,0,1
2015/12/31,12,10,8,27,15,10,23,16,1,0,0,0,1
2016/1/1,8,4,2,29,11,3,21,11,1,0,0,0,1
2016/1/2,11,9,7,29,13,10,34,18,1,0,0,0,1
2016/1/3,9,7,6,26,10,5,34,21,1,0,0,0,1
2016/1/4,10,8,6,29,13,10,24,18,0,0,0,0,0
2016/1/5,9,8,6,18,10,10,26,19,1,0,0,0,1
2016/1/6,9,8,7,27,11,10,19,14,1,0,0,0,1
2016/1/7,12,9,6,27,12,3,47,21,1,0,0,0,1
2016/1/8,9,5,1,27,13,3,13,8,0,0,0,0,0
2016/1/9,11,7,3,19,7,0,34,14,1,1,0,0,1
2016/1/10,8,6,3,26,10,2,35,19,1,0,0,0,1
2016/1/11,9,6,3,26,11,5,32,19,1,0,0,0,1
2016/1/12,8,7,5,27,11,10,32,19,1,0,0,0,1
2016/1/13,7,4,2,27,13,10,29,19,1,0,0,0,1
2016/1/14,7,4,2,27,12,5,26,16,1,0,0,0,1
2016/1/15,6,3,0,19,11,10,24,16,0,0,0,0,0
2016/1/16,6,2,-2,26,15,8,13,8,0,0,0,0,0
2016/1/17,4,1,-1,31,12,8,13,6,1,0,0,0,1
2016/1/18,1,-1,-3,31,22,10,19,13,0,0,0,0,0
2016/1/19,0,-3,-6,10,9,5,11,6,0,0,0,0,0
2016/1/20,-1,-4,-8,7,5,0,11,6,0,1,0,0,1
2016/1/21,5,-1,-7,23,6,0,11,6,0,1,0,0,1
2016/1/22,7,2,-3,11,8,2,19,8,1,0,0,0,1
2016/1/23,8,7,5,24,9,2,19,10,0,0,0,0,0
2016/1/24,11,8,5,18,10,3,13,8,1,0,0,0,1
2016/1/25,14,8,3,31,13,3,16,8,0,0,0,0,0
2016/1/26,12,9,6,19,9,2,32,13,1,1,0,0,1
2016/1/27,12,11,10,26,11,10,32,26,1,0,0,0,1
2016/1/28,9,6,3,26,11,5,23,11,1,0,0,0,1
2016/1/29,9,5,1,31,11,2,27,11,0,0,0,0,0
2016/1/30,9,8,7,19,10,5,39,24,1,0,0,0,1
2016/1/31,13,10,6,19,9,2,27,14,1,0,0,0,1
2016/2/1,13,12,12,31,11,10,29,24,1,0,0,0,1
2016/2/2,12,9,7,18,10,5,29,21,1,0,0,0,1
2016/2/3,8,6,4,29,12,10,29,16,1,0,0,0,1
2016/2/4,11,7,3,29,12,5,27,14,1,0,0,0,1
2016/2/5,11,9,8,31,12,5,23,13,0,0,0,0,0
2016/2/6,14,10,6,31,14,10,35,19,0,0,0,0,0
2016/2/7,11,9,7,27,10,3,37,27,1,0,0,0,1
2016/2/8,12,9,7,31,11,5,50,35,1,0,0,0,1
2016/2/9,13,8,3,27,10,3,47,26,1,0,0,1,1
2016/2/10,8,6,2,27,11,10,32,23,1,0,0,0,1
2016/2/11,9,6,3,31,12,10,19,11,1,0,0,0,1
2016/2/12,5,4,3,27,12,5,23,14,1,0,0,0,1
2016/2/13,9,6,2,26,10,3,24,13,1,0,0,0,1
2016/2/14,8,6,3,29,13,10,24,13,1,0,0,0,1
2016/2/15,7,4,2,29,12,10,27,16,0,0,0,0,0
2016/2/16,6,2,-2,31,19,11,21,8,0,0,0,0,0
2016/2/17,5,0,-6,18,10,6,23,6,0,0,0,0,0
2016/2/18,4,1,-3,16,9,5,19,10,1,0,0,0,1
2016/2/19,9,4,-1,29,13,10,24,11,0,0,0,0,0
2016/2/20,13,9,6,19,10,3,32,24,1,0,0,0,1
2016/2/21,13,12,11,19,10,3,32,24,1,0,0,0,1
2016/2/22,12,11,10,26,11,10,26,19,1,0,0,0,1
2016/2/23,9,6,3,19,10,3,16,10,1,0,0,0,1
2016/2/24,7,3,-1,29,13,10,19,6,1,0,0,0,1
2016/2/25,7,2,-2,23,10,0,13,5,0,1,0,0,1
2016/2/26,7,2,-3,29,11,5,23,6,0,0,0,0,0
2016/2/27,8,3,-2,18,12,8,29,19,0,0,0,0,0
2016/2/28,7,3,0,19,11,5,37,24,0,0,0,0,0
2016/2/29,8,4,0,31,18,10,32,21,0,0,0,0,0
2016/3/1,10,3,-3,24,9,5,26,10,1,0,0,0,1
2016/3/2,11,6,1,31,11,2,39,23,1,0,1,0,1
2016/3/3,8,6,4,31,12,10,34,18,1,0,0,0,1
2016/3/4,8,6,3,29,10,3,27,16,1,0,0,0,1
2016/3/5,8,4,1,27,11,3,21,11,1,0,1,0,1
2016/3/6,9,6,2,31,13,10,24,13,0,0,0,0,0
2016/3/7,7,4,2,31,12,2,29,10,1,0,1,0,1
2016/3/8,9,4,-1,19,11,10,21,8,0,0,0,0,0
2016/3/9,9,7,5,19,10,3,37,24,1,0,0,0,1
2016/3/10,9,7,4,31,11,6,13,8,0,0,0,0,0
2016/3/11,11,7,3,10,6,2,13,6,0,0,0,0,0
2016/3/12,11,6,1,11,6,2,19,8,0,0,0,0,0
2016/3/13,11,6,1,13,7,3,26,13,0,0,0,0,0
2016/3/14,8,4,2,14,9,5,29,18,0,0,0,0,0
2016/3/15,13,7,0,18,9,5,26,13,1,0,0,0,1
2016/3/16,8,6,3,27,11,3,32,21,0,0,0,0,0
2016/3/17,13,7,1,14,10,6,19,13,0,0,0,0,0
2016/3/18,10,6,1,11,5,2,14,10,0,0,0,0,0
2016/3/19,7,6,4,19,9,5,21,13,0,0,0,0,0
2016/3/20,7,6,4,18,11,9,19,14,0,0,0,0,0
2016/3/21,11,7,3,31,11,5,21,11,0,0,0,0,0
2016/3/22,13,9,6,29,13,6,26,10,0,0,0,0,0
2016/3/23,11,8,4,31,10,2,21,13,0,0,0,0,0
2016/3/24,11,8,6,14,10,8,19,8,0,0,0,0,0
2016/3/25,14,10,6,26,9,3,19,10,1,0,0,0,1
2016/3/26,16,10,4,29,9,2,35,14,1,0,0,0,1
2016/3/27,14,10,7,27,10,3,35,23,1,0,0,0,1
2016/3/28,14,10,7,29,11,5,50,32,1,0,0,1,1
2016/3/29,14,10,6,19,11,10,26,19,1,0,0,0,1
2016/3/30,11,9,7,21,11,6,21,11,1,0,0,0,1
2016/3/31,7,7,6,26,10,5,24,14,1,0,0,0,1
2016/4/1,12,8,4,19,9,3,16,11,0,0,0,0,0
2016/4/2,11,6,1,18,8,2,23,8,1,0,0,0,1
2016/4/3,21,14,8,23,9,0,27,8,1,1,0,1,1
2016/4/4,17,13,10,19,10,5,26,14,1,0,0,0,1
2016/4/5,15,12,9,27,12,5,21,10,1,0,0,0,1
2016/4/6,15,11,7,31,12,3,32,13,1,0,0,0,1
2016/4/7,11,8,5,27,11,9,24,16,1,0,0,1,1
2016/4/8,13,9,6,27,12,6,14,10,1,0,0,0,1
2016/4/9,14,8,2,26,10,2,27,6,1,0,0,0,1
2016/4/10,17,9,1,31,7,0,29,11,0,1,0,0,1
2016/4/11,14,11,8,26,11,3,24,11,1,0,0,0,1
2016/4/12,16,10,4,26,9,0,16,8,1,1,0,0,1
2016/4/13,17,12,8,31,12,3,16,8,1,0,0,1,1
2016/4/14,17,11,4,27,12,6,19,6,1,0,0,0,1
2016/4/15,16,13,9,24,11,10,34,18,1,0,0,0,1
2016/4/16,15,12,8,31,11,10,26,16,1,0,0,0,1
2016/4/17,12,7,3,31,12,10,23,10,1,0,0,0,1
2016/4/18,14,8,1,31,18,8,16,6,0,0,0,0,0
2016/4/19,15,9,2,27,14,10,19,6,0,0,0,0,0
2016/4/20,18,11,4,31,18,13,29,19,0,0,0,0,0
2016/4/21,21,14,8,31,22,18,21,11,0,0,0,0,0
2016/4/22,17,13,11,26,13,10,13,5,1,0,0,0,1
2016/4/23,11,8,5,19,11,6,23,13,1,0,0,0,1
2016/4/24,9,6,2,18,10,8,24,10,1,0,0,0,1
2016/4/25,11,7,3,23,12,5,32,13,1,0,0,0,1
2016/4/26,9,6,2,29,11,3,32,13,1,0,0,0,1
2016/4/27,11,6,1,31,13,10,23,11,0,0,0,0,0
2016/4/28,13,6,-1,24,12,6,14,6,0,0,0,0,0
2016/4/29,14,10,6,19,10,10,32,13,1,0,0,0,1
2016/4/30,10,8,5,31,11,5,29,10,1,0,0,0,1
2016/5/1,15,8,1,26,20,10,23,13,0,0,0,0,0
2016/5/2,18,10,2,19,14,10,16,5,0,0,0,0,0
2016/5/3,16,12,8,19,12,7,24,13,1,0,0,0,1
2016/5/4,18,11,3,31,22,19,16,6,0,0,0,0,0
2016/5/5,20,12,5,31,22,10,24,13,0,0,0,0,0
2016/5/6,24,16,7,29,20,10,23,10,0,0,0,0,0
2016/5/7,23,17,11,19,19,19,26,11,0,0,0,0,0
2016/5/8,25,18,10,31,22,10,27,13,0,0,0,0,0
2016/5/9,21,18,16,18,10,9,32,18,1,0,0,0,1
2016/5/10,18,17,14,27,10,3,19,11,1,0,0,0,1
2016/5/11,18,15,12,31,7,0,11,5,1,1,0,1,1
2016/5/12,19,16,12,19,9,2,16,5,1,0,0,0,1
2016/5/13,23,19,13,26,5,1,23,8,1,0,0,1,1
2016/5/14,14,11,8,19,12,10,24,18,1,0,0,0,1
2016/5/15,16,9,3,27,15,10,16,6,0,0,0,0,0
2016/5/16,17,11,5,27,15,9,16,5,1,0,0,0,1
2016/5/17,19,12,5,19,11,5,21,5,0,0,0,0,0
2016/5/18,17,13,10,29,12,6,29,11,1,0,0,0,1
2016/5/19,17,13,9,31,11,5,23,13,1,0,0,0,1
2016/5/20,21,16,9,24,11,10,19,8,1,0,0,0,1
2016/5/21,24,19,13,27,13,10,26,13,1,0,0,0,1
2016/5/22,17,14,13,31,11,1,23,10,1,0,0,1,1
2016/5/23,15,13,11,27,9,2,21,11,1,0,0,0,1
2016/5/24,14,10,6,27,11,2,16,6,0,1,0,0,1
2016/5/25,19,13,7,27,13,5,16,10,0,0,0,0,0
2016/5/26,21,15,9,27,14,10,14,8,0,0,0,0,0
2016/5/27,24,18,12,27,10,3,11,5,1,0,0,1,1
2016/5/28,23,18,12,31,11,3,19,6,1,0,0,1,1
2016/5/29,17,16,14,13,5,2,14,10,1,0,0,0,1
2016/5/30,14,13,12,11,7,2,21,16,1,0,0,0,1
2016/5/31,15,13,12,19,7,2,16,13,1,0,0,0,1
2016/6/1,17,16,13,14,7,2,14,10,1,0,0,0,1
2016/6/2,13,12,12,18,10,3,32,14,1,0,0,0,1
2016/6/3,13,12,11,29,11,6,16,11,0,0,0,0,0
2016/6/4,17,14,12,27,10,3,13,11,0,0,0,0,0
2016/6/5,20,17,13,14,6,2,11,6,1,0,0,0,1
2016/6/6,24,18,13,14,5,0,6,3,0,1,0,0,1
2016/6/7,27,21,14,19,9,0,19,6,0,1,0,0,1
2016/6/8,23,18,14,14,9,5,14,10,0,0,0,0,0
2016/6/9,23,18,12,18,9,5,14,8,0,0,0,0,0
2016/6/10,23,18,12,19,14,3,11,6,0,0,0,0,0
2016/6/11,22,19,16,19,13,3,16,5,1,0,0,0,1
2016/6/12,19,17,14,31,9,2,24,8,1,0,0,0,1
2016/6/13,19,16,12,29,13,10,19,11,1,0,0,0,1
2016/6/14,20,17,13,31,13,3,26,13,1,0,0,0,1
2016/6/15,21,16,12,21,11,9,21,11,1,0,0,0,1
2016/6/16,20,17,13,24,12,9,14,5,1,0,0,1,1
2016/6/17,21,17,13,29,12,3,24,11,1,0,0,1,1
2016/6/18,21,17,13,26,12,6,23,8,1,0,0,0,1
2016/6/19,22,18,13,29,13,5,10,5,1,0,0,0,1
2016/6/20,18,17,15,31,13,3,24,13,1,0,0,0,1
2016/6/21,23,19,16,27,12,5,21,10,1,0,0,0,1
2016/6/22,28,23,17,27,12,6,16,6,1,0,0,0,1
2016/6/23,32,26,19,31,17,10,19,8,0,0,0,1,1
2016/6/24,25,21,18,29,11,10,14,8,0,0,0,0,0
2016/6/25,22,18,14,27,15,5,21,11,1,0,0,0,1
2016/6/26,22,17,12,31,13,10,21,10,0,0,0,0,0
2016/6/27,22,18,14,31,11,5,16,8,1,0,0,0,1
2016/6/28,22,18,14,29,14,10,24,8,0,0,0,0,0
2016/6/29,23,18,13,31,13,10,26,16,1,0,0,0,1
2016/6/30,23,19,16,29,11,5,24,16,1,0,0,0,1
2016/7/1,22,19,16,31,10,3,27,19,1,0,0,0,1
2016/7/2,19,17,13,26,11,10,24,14,1,0,0,0,1
2016/7/3,18,16,14,19,9,2,19,10,1,0,0,0,1
2016/7/4,21,18,14,31,10,0,13,6,1,1,0,0,1
2016/7/5,22,19,16,31,13,10,21,8,0,0,0,0,0
2016/7/6,24,17,11,27,14,10,11,6,0,0,0,0,0
2016/7/7,28,20,12,27,23,18,11,6,0,0,0,0,0
2016/7/8,28,21,14,27,18,10,24,10,0,0,0,0,0
2016/7/9,28,22,16,23,12,10,14,6,0,0,0,0,0
2016/7/10,30,23,17,26,20,13,29,10,0,0,0,0,0
2016/7/11,23,20,18,26,10,10,26,18,0,0,0,0,0
2016/7/12,22,18,14,19,9,2,19,11,1,0,0,0,1
2016/7/13,18,15,12,29,14,5,24,10,1,0,0,0,1
2016/7/14,21,16,11,31,14,10,19,10,1,0,0,0,1
2016/7/15,23,17,11,27,17,10,11,6,0,0,0,0,0
2016/7/16,26,20,14,18,11,10,10,5,0,0,0,0,0
2016/7/17,28,21,14,29,13,10,11,5,0,0,0,0,0
2016/7/18,30,23,16,23,23,23,16,6,0,0,0,0,0
2016/7/19,34,26,17,31,27,19,19,8,0,0,0,0,0
2016/7/20,29,24,20,29,15,10,23,11,0,0,0,0,0
2016/7/21,25,21,17,27,13,10,14,8,0,0,0,0,0
2016/7/22,27,22,16,31,12,10,19,10,0,0,0,0,0
2016/7/23,28,22,16,31,13,6,19,13,0,0,0,0,0
2016/7/24,27,21,14,26,14,10,14,6,0,0,0,0,0
2016/7/25,27,23,20,31,12,5,19,5,0,0,0,0,0
2016/7/26,23,18,14,29,12,10,16,10,0,0,0,0,0
2016/7/27,25,19,13,31,12,3,19,6,0,0,0,0,0
2016/7/28,24,21,18,26,11,5,23,10,1,0,0,0,1
2016/7/29,26,22,18,19,10,8,26,14,0,0,0,0,0
2016/7/30,23,19,16,31,11,10,14,5,0,0,0,0,0
2016/7/31,24,20,16,29,13,10,21,6,0,0,0,0,0
2016/8/1,24,18,13,31,14,10,14,6,1,0,0,0,1
2016/8/2,22,19,16,31,12,3,21,11,1,0,0,0,1
2016/8/3,25,21,17,31,12,7,24,13,1,0,0,0,1
2016/8/4,22,19,16,26,11,10,19,11,1,0,0,0,1
